Id,SalePrice
1,124511.23
2,168099.15
3,122054.71
4,222681.19
5,213825.57
6,113944.9
7,167006.17
8,120565.81
9,102173
10,175234
11,152878.37
12,125945.28
13,154007
14,197224.86
15,130464.16
16,137802.08
17,193623.2
18,212343.34
19,251486.95
20,189913
21,189202.99
22,483388.63
23,157009.5
24,160277.68
25,174995.02
26,195001.74
27,316766.57
28,128640.5
29,114900.78
30,119285.26
31,98683.76
32,285936.97
33,270743.95
34,479301.83
35,137927.73
36,189979.58
37,159096.03
38,186929.3
39,197633.07
40,180099.74
41,190329
42,142012.48
43,161200.27
44,133430.37
45,168998.55
46,230682.07
47,160618.35
48,185930.56
49,152831.77
50,110275
51,209869.87
52,116410.7
53,214649.11
54,145162
55,246949.21
56,122858.67
57,192285
58,140618.29
59,271544.49
60,194476.47
61,212006.65
62,94550.51
63,113550.41
64,132085
65,120146.66
66,140599.7
67,230382.97
68,99503.38
69,119192.83
70,130344.8
71,142793.37
72,156651.84
73,185310.44
74,136342.83
75,196220.13
76,138151.86
77,367893.04
78,151140.09
79,188186.52
80,146312.41
81,103409.48
82,147203.29
83,133741.43
84,145804.7
85,169223.85
86,219292.85
87,145188.65
88,236314.15
89,215393.52
90,238999.6
91,175588.8
92,389860.82
93,192693.35
94,181002.35
95,196731.15
96,144427.5
97,162234
98,125154.58
99,278775.52
100,197950.04
101,124285
102,233254.13
103,180053.95
104,127361.95
105,333343.94
106,99843.92
107,169687.9
108,149476.5
109,190450.74
110,135751.88
111,135663.65
112,154896.39
113,173329.32
114,163607.95
115,176864.19
116,395063.28
117,408846.56
118,148197.68
119,170789.74
120,124525.96
121,147814.87
122,123639.3
123,160461.58
124,181378.78
125,255826.3
126,94506.06
127,213901.57
128,190066.66
129,139471.32
130,142703.64
131,168965.52
132,123573.79
133,162936.4
134,182330.93
135,250827.78
136,278754.97
137,155668.68
138,113118.41
139,129622.76
140,186734.67
141,116600.55
142,140258.25
143,154119.99
144,135665.25
145,147619.28
146,222604.5
147,164890.26
148,328452.58
149,220468.83
150,145942.9
151,296404.21
152,197782.54
153,141191
154,128800.88
155,175194.11
156,276696.22
157,192007.51
158,325936.85
159,356067.47
160,122335.4
161,179071.53
162,258024.39
163,194903.19
164,271161.64
165,118623.74
166,157072.18
167,74711.94
168,222095.86
169,81497.94
170,289316.1
171,81245.33
172,86810
173,128327.5
174,188362.79
175,183549.05
176,250448.19
177,132828.6
178,117386
179,119503.14
180,127310.5
181,172850.72
182,144583.69
183,75591.15
184,229048.03
185,126445.99
186,111178.42
187,152663.5
188,262935.92
189,153284.01
190,175440.52
191,100724.99
192,220050.35
193,302292.41
194,242189.08
195,165450.09
196,171475
197,115132.51
198,387981.31
199,243121.57
200,199438.8
201,114694.58
202,147262.37
203,171211.65
204,361307.96
205,164745.75
206,240860.28
207,134011.64
208,168493.28
209,149709
210,207670.08
211,219476.93
212,151368.5
213,142460.33
214,245357.59
215,173449.25
216,267556.94
217,409924.45
218,246142.83
219,249518.23
220,98980.5
221,157738.38
222,96796.61
223,81704.4
224,192867.74
225,164335.8
226,153122.75
227,112521.04
228,114682.07
229,160164.24
230,354832.6
231,130597.41
232,229256.28
233,133707.91
234,121635.47
235,149775.19
236,218263.29
237,305852.96
238,174030.62
239,135404.92
240,142966.75
241,149568
242,111610.28
243,178939.5
244,194018.02
245,270846.32
246,104267.86
247,251648.42
248,128563.7
249,119582.5
250,112461.26
251,210335.5
252,230171.82
253,140651.84
254,93697.58
255,288019.56
256,167145.98
257,212919.89
258,130580.83
259,325480.9
260,138849.26
261,217737.8
262,173866.53
263,140078.87
264,140865
265,146157.87
266,152080.4
267,263526.38
268,144626.38
269,118251.51
270,187216.82
271,177636.88
272,142667.4
273,101843.5
274,182436.3
275,159864.77
276,163765.97
277,118692.58
278,348788
279,142955.64
280,191983.78
281,182737.14
282,143376
283,328050.55
284,103494.56
285,193778.85
286,114603.77
287,145033.5
288,279457.93
289,109585.83
290,95677.54
291,148394.05
292,247956.45
293,130245.73
294,140093.55
295,184949.01
296,176850.75
297,188173.72
298,254201.73
299,132316.58
300,151929.4
