Id,SalePrice
1461,120976.07652894633
1462,160481.08534505562
1463,182030.46038161617
1464,195465.8270452149
1465,191299.94688852056
1466,171879.50374377883
1467,175097.41958498003
1468,165579.25887607393
1469,188204.20073405057
1470,125777.11699310827
1471,188346.10970166107
1472,96266.11814740692
1473,97179.4846364274
1474,146828.39169540338
1475,112300.07991519755
1476,371171.6380470119
1477,256151.64601638718
1478,287202.05015819025
1479,290089.4477003377
1480,491730.86994136305
1481,345294.32594736386
1482,215112.8570031149
1483,177042.80269135977
1484,161994.39222017638
1485,185004.6639060069
1486,195494.72788994733
1487,343157.0138485418
1488,234536.55234124826
1489,195447.3524458829
1490,237052.73799975813
1491,190418.7060441302
1492,93083.97156337452
1493,175033.33901348943
1494,290240.8499540709
1495,289616.14313052833
1496,228555.10792471317
1497,179577.3661765174
1498,163177.11441663673
1499,159155.9178718668
1500,155936.50701754823
1501,176218.14834983254
1502,145845.56893781075
1503,280702.2924165541
1504,243563.14972821504
1505,230499.0994018934
1506,192090.905461125
1507,244921.5925397952
1508,195061.0474328568
1509,164732.38989094805
1510,144859.6927764462
1511,150513.71896935022
1512,173511.89518849793
1513,137999.63841734905
1514,147111.4974440438
1515,193598.19862207476
1516,149593.32179051003
1517,163846.55120353505
1518,132966.78568746638
1519,214647.801551494
1520,133441.43867361464
1521,133582.69947486388
1522,175017.40440911334
1523,112145.3490115745
1524,126159.3233664379
1525,121047.69742619846
1526,109636.77017961987
1527,106550.56583158163
1528,140294.8925385176
1529,152362.054959921
1530,180751.3993004974
1531,107176.03871580827
1532,95407.16089933223
1533,148276.69152394493
1534,124067.6754789341
1535,155257.22178483015
1536,107400.7210180986
1537,61666.385795937036
1538,151076.36327746665
1539,194076.74130945536
1540,91033.5066109445
1541,143619.1237706581
1542,139692.43516095082
1543,198042.06759128487
1544,83906.81227096095
1545,109523.96166638903
1546,127842.17556084674
1547,129431.91630579892
1548,135094.15555977632
1549,119822.90492372113
1550,131113.1357461754
1551,109071.89946045913
1552,137783.7651644759
