Id,SalePrice
1,61330.0465003
2,195974.263979
3,124985.323781
4,267611.658196
5,229513.984371
6,126062.767749
7,159567.179486
8,116712.319157
9,102594.411672
10,165693.298934
11,150794.864242
12,124624.632254
13,142204.630957
14,198467.248533
15,130227.990368
16,136357.095173
17,186374.528387
18,216558.850883
19,252785.86053
20,185197.406655
21,205800.685688
22,529189.834871
23,156117.478152
24,158084.148135
25,241339.164484
26,220043.610376
27,323866.344708
28,130522.549171
29,104050.382979
30,137625.699145
31,98573.009416
32,251181.734346
33,297613.573562
34,520917.491178
35,145415.98837
36,187306.05676
37,102943.535723
38,188869.941012
39,191922.928127
40,179719.832069
41,173296.746823
42,131824.848415
43,158587.314294
44,140087.940849
45,166134.76102
46,228648.483443
47,153355.713215
48,169828.393958
49,140354.70777
50,96959.2087759
51,197330.01162
52,138615.170751
53,206850.274431
54,151294.627558
55,281174.213938
56,102800.390804
57,206494.5901
58,138877.530469
59,289857.916079
60,193114.466397
61,216219.623104
62,82613.7143159
63,126352.732452
64,134283.705371
65,113839.968063
66,132611.388462
67,238822.701283
68,94178.4222352
69,107001.099193
70,124685.658586
71,154290.757801
72,131063.364917
73,196764.395693
74,140968.832308
75,225428.131819
76,148181.759047
77,364978.313929
78,145951.848396
79,201092.589541
80,154803.720626
81,101791.521914
82,128716.797072
83,108877.662903
84,146182.1942
85,168409.096344
86,218355.096629
87,139280.630646
88,230463.618092
89,212056.154651
90,237904.186328
91,169060.492068
92,445810.434071
93,210285.264444
94,194502.02334
95,196286.349787
96,149159.378493
97,161383.153997
98,128164.160204
99,243951.699405
100,184465.776493
101,113192.454419
102,243591.507839
103,192183.88926
104,127776.423851
105,312976.819212
106,98106.3453431
107,179607.158694
108,144610.061535
109,190674.252607
110,123555.641787
111,144869.548454
112,160527.932923
113,162704.797265
114,172597.307272
115,114896.660938
116,365929.135744
117,391355.969764
118,138019.884037
119,168479.198707
120,130713.699465
121,178559.796403
122,129567.559216
123,158149.347137
124,196080.617746
125,249347.680627
126,81148.3998775
127,207269.448441
128,191067.072887
129,150718.58459
130,136737.195784
131,173785.939388
132,130052.715316
133,153202.332
134,181168.973594
135,267003.931539
136,279702.944551
137,169895.35545
138,116910.655868
139,104276.382935
140,182614.336896
141,116324.324984
142,130294.67187
143,151544.098573
144,135706.258356
145,164485.893478
146,228259.010899
147,164188.791598
148,306753.544533
149,223677.161328
150,143723.725971
151,333546.15348
152,189604.067011
153,146756.52411
154,149895.485301
155,179020.02469
156,330574.157881
157,200173.344265
158,345622.358464
159,339752.475271
160,112884.998439
161,182712.053053
162,282117.985939
163,197738.177802
164,272069.040115
165,115269.838638
166,149930.768985
167,71694.9711713
168,231895.181528
169,75774.273591
170,290820.24882
171,60961.0504335
172,85845.7582364
173,138169.949101
174,228243.687534
175,186512.768873
176,249479.939576
177,133823.270425
178,112154.053071
179,128892.920502
180,122678.715111
181,164377.804107
182,135446.204028
183,57669.2701166
184,220656.700199
185,128162.263126
186,105884.733815
187,161991.016129
188,249305.847289
189,177976.277279
190,183097.544402
191,89877.0620136
192,276056.310367
193,290406.312968
194,251092.671847
195,169687.678356
196,166435.743672
197,125841.088188
198,366796.139339
199,230562.125077
200,201691.650186
201,112743.83414
202,161051.612315
203,173825.688954
204,399009.490868
205,189439.646432
206,269999.188689
207,134636.513739
208,174474.734555
209,141396.955507
210,210896.736886
211,201514.186898
212,137739.729866
213,142063.549066
214,241658.48307
215,181921.597608
216,252443.383366
217,425672.472049
218,244242.132505
219,240617.724151
220,95096.3792031
221,139393.154725
222,99990.3866098
223,70930.3577331
224,212716.3646
225,158865.151422
226,167685.577986
227,105377.167199
228,115485.753667
229,141602.73365
230,356678.27543
231,134805.794897
232,227136.734921
233,130921.661743
234,130827.771892
235,160483.290792
236,223310.631182
237,279808.690254
238,159381.022192
239,147613.483845
240,131695.617224
241,167225.038245
242,118262.463945
243,183539.812096
244,193237.013699
245,248676.579933
246,91564.9740612
247,274119.905095
248,136994.665029
249,113968.992606
250,113081.242911
251,215229.975217
252,216773.651473
253,152334.72035
254,101052.430598
255,246805.17409
256,199242.713443
257,209753.744516
258,123837.492286
259,318056.782852
260,128002.282169
261,209355.115181
262,166325.879305
263,141433.67601
264,141306.319248
265,134821.168392
266,138181.494573
267,243370.977089
268,141177.539288
269,108038.422559
270,198152.86192
271,198006.797593
272,132495.944338
273,107097.098139
274,192977.278393
275,173026.11604
276,165820.634937
277,112850.635069
278,380207.440067
279,145243.588292
280,183669.766866
281,208292.181935
282,144111.473411
283,342883.554456
284,99399.4432167
285,187694.537679
286,123283.931141
287,151983.079114
288,259724.357959
289,112053.569166
290,82648.4568069
291,134690.426585
292,262948.423747
293,129412.29638
294,131640.466022
295,182191.960188
296,175948.632065
297,205565.880418
298,234318.479597
299,141477.560124
300,147772.955125
