Id,SalePrice
1461,119698.379663
1462,161744.542312
1463,186969.828257
1464,196252.810222
1465,192839.899882
1466,173383.566608
1467,177824.080711
1468,162857.376652
1469,182680.277032
1470,122314.691665
1471,194698.792176
1472,94849.7861896
1473,94638.4232463
1474,147874.397729
1475,113205.035589
1476,385038.814736
1477,250024.194688
1478,283474.176794
1479,282746.486804
1480,497809.928516
1481,317576.397707
1482,206211.462364
1483,178319.816544
1484,164448.108988
1485,183756.05079
1486,196933.682067
1487,339937.729946
1488,230066.436081
1489,196682.165766
1490,235471.119766
1491,193490.919839
1492,91073.8848732
1493,177465.753955
1494,292852.514186
1495,286046.277409
1496,238489.534075
1497,181802.543381
1498,166812.631532
1499,160378.409896
1500,155475.530573
1501,175968.935049
1502,143517.030786
1503,294936.696425
1504,238995.121124
1505,224461.068443
1506,187454.654114
1507,254314.736639
1508,197638.575291
1509,159939.160558
1510,145102.613411
1511,151471.19431
1512,173755.61712
1513,144456.898468
1514,160221.934701
1515,198819.321873
1516,151431.863092
1517,162652.217219
1518,129904.048491
1519,219820.020857
1520,130900.062612
1521,135308.032175
1522,173044.232796
1523,111453.146432
1524,125728.586013
1525,122296.66717
1526,110834.001279
1527,102886.925983
1528,133644.427057
1529,150258.327345
1530,174374.727889
1531,104674.673197
1532,95310.4675642
1533,147593.531742
1534,126159.99827
1535,150441.322696
1536,106669.244588
1537,60823.2610452
1538,145339.97975
1539,192664.24975
1540,93835.922938
1541,142386.828094
1542,142482.756518
1543,199439.007822
1544,81219.724525
1545,109838.97287
1546,133967.002585
1547,136675.969312
1548,137344.943928
1549,114846.785673
1550,136853.297689
1551,109263.195597
1552,137659.31288
1553,153141.002888
1554,110426.013204
1555,164977.931985
1556,84109.6316987
1557,110345.864791
1558,98774.3938532
1559,69903.7830345
1560,132597.211988
1561,130625.112033
1562,129332.14318
1563,119953.525175
1564,162280.557711
1565,146432.685437
1566,233341.650753
1567,75440.8737964
1568,234928.581898
1569,132590.931383
1570,133833.677048
1571,118673.438526
1572,147476.905442
1573,245308.781595
1574,117682.574336
1575,222124.376799
1576,246332.866211
1577,186706.23732
1578,143627.159182
1579,147025.759356
1580,193409.882512
1581,153214.838515
1582,124150.340022
1583,308889.015839
1584,225922.356423
1585,139412.94762
1586,67904.0795971
1587,98897.0037991
1588,150199.394614
1589,101175.844436
1590,135604.049221
1591,94490.5992705
1592,120367.472631
1593,125010.888579
1594,133155.63825
1595,106352.317799
1596,234071.915523
1597,191979.159197
1598,215703.595997
1599,165224.949908
1600,164296.045954
1601,64660.3193867
1602,112063.380666
1603,81057.0989441
1604,260860.947728
1605,238771.324627
1606,169459.540671
1607,168884.707646
1608,215312.044859
1609,185145.605849
1610,150235.595709
1611,139078.260809
1612,169556.564142
1613,166828.443094
1614,124128.863301
1615,88213.8421899
1616,74167.8214509
1617,91863.1186806
1618,125802.537529
1619,140726.885516
1620,155381.762172
1621,139216.817075
1622,140194.686188
1623,258728.119706
1624,213327.331685
1625,118780.2013
1626,165169.963502
1627,193481.725283
1628,273160.357643
1629,178021.405206
1630,369510.143129
1631,220095.827536
1632,240489.38635
1633,169099.245038
1634,186649.464648
1635,175565.753746
1636,153810.504327
1637,203385.081905
1638,179624.07245
1639,185357.089337
1640,259526.502238
1641,178108.195138
1642,235308.055164
1643,217510.16239
1644,232622.785651
1645,198050.255769
1646,158695.767482
1647,156989.352985
1648,131612.477058
1649,139021.249923
1650,112193.131813
1651,121413.871188
1652,96279.303695
1653,98114.600944
1654,144514.532848
1655,139845.038515
1656,143364.304844
1657,147000.750687
1658,143600.410012
1659,119237.902146
1660,153670.924476
1661,465749.764614
1662,396833.395753
1663,389244.690704
1664,488377.877525
1665,311457.397892
1666,325236.485024
1667,381496.738744
1668,345630.531609
1669,295212.703966
1670,353639.029064
1671,261347.30012
1672,447690.075054
1673,291242.520685
1674,240817.35066
1675,196337.227915
1676,195449.006825
1677,222533.194069
1678,471998.41781
1679,389478.907995
1680,349025.832145
1681,248616.393321
1682,301839.155979
1683,182152.889808
1684,171881.66185
1685,171853.696096
1686,168288.953259
1687,168260.675965
1688,190596.467688
1689,193548.968405
1690,192627.41571
1691,181127.085742
1692,259476.309147
1693,166961.054604
1694,181248.897143
1695,163068.487487
1696,269890.097085
1697,167449.720508
1698,359906.900753
1699,320756.916134
1700,254516.300862
1701,268257.119904
1702,248089.203133
1703,247486.717336
1704,279126.338009
1705,232327.021316
1706,438514.467588
1707,218252.001765
1708,205960.701167
1709,270442.950787
1710,219366.334868
1711,267685.63082
1712,263456.006992
1713,276089.191396
1714,224080.074103
1715,205722.234085
1716,183997.394708
1717,169701.780779
1718,134132.188955
1719,200314.899926
1720,237527.093646
1721,164474.460792
1722,125560.566859
1723,154559.120872
1724,211183.283919
1725,240279.990068
1726,187354.051036
1727,158892.750064
1728,175238.918676
1729,167553.286548
1730,155797.586365
1731,121849.237921
1732,127042.219088
1733,116727.92555
1734,122042.457658
1735,127881.340919
1736,111677.208929
1737,287973.102973
1738,238459.808267
1739,266242.792235
1740,226593.408799
1741,192704.049311
1742,173517.3202
1743,175357.448903
1744,308767.309674
1745,225685.28173
1746,173525.741293
1747,211339.320431
1748,226546.053864
1749,147842.731627
1750,126299.380695
1751,245761.201315
1752,117704.96241
1753,148629.134872
1754,185269.534324
1755,169066.55631
